ds,y
2015/10/10,1566
2015/10/11,3544
2015/10/13,3870
2015/10/14,2557
2015/10/15,2299
2015/10/16,2516
2015/10/17,1574
2015/10/18,4019
2015/10/19,6259
2015/10/20,4434
2015/10/21,2388
2015/10/22,2790
2015/10/23,2592
2015/10/24,2814
2015/10/25,3634
2015/10/26,4578
2015/10/27,3155
2015/10/28,2468
2015/10/29,2408
2015/10/30,3323
2015/10/31,2041
2015/11/1,3271
2015/11/2,11995
2015/11/3,4690
2015/11/4,3276
2015/11/5,2955
2015/11/6,4139
2015/11/7,2082
2015/11/8,4848
2015/11/9,9543
2015/11/10,3599
2015/11/11,2506
2015/11/12,2866
2015/11/13,2148
2015/11/14,1291
2015/11/15,2703
2015/11/16,15280
2015/11/17,6962
2015/11/18,4373
2015/11/19,3514
2015/11/20,3143
2015/11/21,1922
2015/11/22,3852
2015/11/23,5842
2015/11/24,4050
2015/11/25,3162
2015/11/26,2624
2015/11/27,3624
2015/11/28,1981
2015/11/29,3046
2015/11/30,189032
2015/12/1,101017
2015/12/2,6074
2015/12/3,3153
2015/12/4,3234
2015/12/5,1735
2015/12/6,3023
2015/12/7,4899
2015/12/8,2925
2015/12/9,2387
2015/12/10,3867
2015/12/11,2608
2015/12/12,1496
2015/12/13,2249
2015/12/14,4103
2015/12/15,3777
2015/12/16,2459
2015/12/17,1982
2015/12/18,1861
2015/12/19,1302
2015/12/20,2674
2015/12/21,4273
2015/12/22,3329
2015/12/23,2381
2015/12/24,1552
2015/12/25,1483
2015/12/26,1237
2015/12/27,7178
2015/12/28,10411
2015/12/29,10383
2015/12/30,4409
2015/12/31,2995
2016/1/1,1977
2016/1/2,2503
2016/1/3,3825
2016/1/4,10885
2016/1/5,5262
2016/1/6,4241
2016/1/7,4007
2016/1/8,3985
2016/1/9,2406
2016/1/10,3951
2016/1/11,4773
2016/1/12,3412
2016/1/13,3188
2016/1/14,3052
2016/1/15,3047
2016/1/16,2483
2016/1/17,10656
2016/1/18,30754
2016/1/19,9190
2016/1/20,7269
