"","address","name","newprice","oldprice","sales","reserve","general","holiday","link"
"279","
            海淀区
        ","唱吧麦颂KTV","￥329","￥488","325","是","是","是","/deal/26694498"
"280","
            海淀区
        ","唱吧麦颂KTV","￥399","￥588","356","是","是","是","/deal/26694692"
"281","
            海淀区
        ","唱吧麦颂KTV","￥439","￥588","158","是","是","是","/deal/26694778"
"282","
            海淀区
        ","唱吧麦颂KTV","￥539","￥688","134","是","是","是","/deal/26694909"
"283","
            海淀区
        ","唱吧麦颂KTV","￥269","￥488","555","是","是","是","/deal/26694394"
"284","
            海淀区
        ","唱吧麦颂KTV","￥359","￥588","399","是","是","是","/deal/26693472"
"285","
            海淀区
        ","唱吧麦颂KTV","￥45","￥560","25741","是","是","是","/deal/26602077"
"286","
            海淀区
        ","唱吧麦颂KTV","￥229","￥388","374","是","是","是","/deal/26694190"
"287","
            海淀区
        ","唱吧麦颂KTV","￥45","￥560","32214","是","是","是","/deal/26601913"
"288","
            海淀区
        ","唱吧麦颂KTV","￥199","￥360","130","是","是","是","/deal/26690322"
"289","
            海淀区
        ","唱吧麦颂KTV","￥289","￥460","79","是","是","是","/deal/26691299"
"290","
            海淀区
        ","唱吧麦颂KTV","￥419","￥660","17","是","是","是","/deal/26692611"
"291","
            海淀区
        ","唱吧麦颂KTV","￥239","￥460","76","是","是","是","/deal/26690903"
"292","
            海淀区
        ","唱吧麦颂KTV","￥519","￥760","12","是","是","是","/deal/26692455"
"293","
            海淀区
        ","唱吧麦颂KTV","￥35","￥360","7663","是","是","是","/deal/26591632"
"294","
            海淀区
        ","唱吧麦颂KTV","￥329","￥560","72","是","是","是","/deal/26691389"
"295","
            海淀区
        ","17英里ktv","￥30","￥99","388","否","否","否","/deal/27287696"
"296","
            海淀区
        ","同乐迪量贩KTV（公主坟店）","￥49.9","￥598","78","否","否","是","/deal/25966314"
"297","
            海淀区
        ","糖潮量贩式KTV（西直门店）","￥99","￥769","59","否","否","是","/deal/26869886"
"298","
            海淀区
        ","梦想之音KTV","￥58","￥428","36","否","否","是","/deal/26330144"
"299","
            海淀区
        ","同乐迪量贩KTV","￥258","￥660","3","否","否","是","/deal/27284923"
"300","
            海淀区
        ","乐府（WeLive）量贩式KTV","￥38","￥80","","否","否","否","/deal/27181042"
"301","
            海淀区
        ","乐府（WeLive）量贩式KTV","￥68","￥150","1","否","否","否","/deal/27182109"
"302","
            海淀区
        ","同乐迪量贩KTV","￥238","￥660","2","否","否","是","/deal/27284955"
"303","
            海淀区
        ","糖潮量贩式KTV（华润五彩城店）","￥188","￥498","13","否","否","是","/deal/27061200"
"304","
            海淀区
        ","唱吧麦颂KTV","￥529","￥788","105","是","是","是","/deal/26693641"
"305","
            海淀区
        ","唱吧麦颂KTV","￥429","￥688","98","是","是","是","/deal/26694095"
"306","
            海淀区
        ","唱吧麦颂KTV","￥319","￥488","243","是","是","是","/deal/26693288"
"307","
            海淀区
        ","赛乐堡量贩KTV","￥49","￥298","342","否","否","是","/deal/26950154"
"308","
            西城区
        ","麦乐迪","￥59","￥496","20244","否","是","是","/deal/23127880"
"309","
            西城区
        ","麦乐迪KTV","￥288","￥1321","755","否","是","是","/deal/24521011"
"310","
            西城区
        ","爆米花","￥29.9","￥380","8592","否","否","否","/deal/11407194"
"311","
            西城区
        ","金库ktv","￥68","￥108","2165","是","否","是","/deal/21613854"
"312","
            西城区
        ","金色风华KTV","￥59","￥398","441","否","否","是","/deal/22779157"
"313","
            西城区
        ","金库ktv","￥79","￥128","1471","否","否","是","/deal/23350625"
"314","
            西城区
        ","麦乐迪KTV","￥788","￥2799","139","否","是","是","/deal/24643378"
"315","
            西城区
        ","糖果录音棚","￥49.9","￥200","123","否","是","是","/deal/22974187"
"316","
            西城区
        ","地质礼堂ktv（西四店）","￥68","￥298","123","是","否","否","/deal/22198206"
"317","
            西城区
        ","同乐迪量贩KTV（陶然亭店）","￥50","￥698","407","否","否","是","/deal/23918503"
"318","
            西城区
        ","金色风华KTV","￥89","￥598","80","是","否","是","/deal/22779758"
"319","
            西城区
        ","同乐迪量贩KTV","￥238","￥660","119","否","是","否","/deal/20113200"
"320","
            西城区
        ","同乐迪量贩KTV","￥218","￥660","96","否","是","否","/deal/20112879"
"321","
            西城区
        ","同乐迪量贩KTV","￥218","￥660","118","否","是","否","/deal/20113037"
"322","
            西城区
        ","地质礼堂ktv","￥10","￥198","971","是","否","否","/deal/19443604"
"323","
            西城区
        ","同乐迪量贩KTV","￥198","￥660","132","否","是","否","/deal/20112433"
"324","
            西城区
        ","华尔顿酒店KTV","￥198","￥988","60","是","否","是","/deal/20335468"
"325","
            西城区
        ","紫蘭荟KTV","￥39.9","￥628","59","否","否","是","/deal/24789810"
"326","
            西城区
        ","护国寺KTV","￥59","￥259","114","否","否","是","/deal/25762115"
"327","
            西城区
        ","地质礼堂ktv（西四店）","￥88","￥498","45","是","否","否","/deal/22198377"
"328","
            西城区
        ","金色风华KTV","￥109","￥398","7","是","否","是","/deal/23458086"
"329","
            西城区
        ","金色风华KTV","￥169","￥888","6","是","否","是","/deal/23458194"
"330","
            西城区
        ","护国寺KTV","￥89","￥259","10","否","否","是","/deal/25762937"
"331","
            西城区
        ","地质礼堂ktv（西四店）","￥210","￥498","17","是","否","否","/deal/20103609"
"332","
            西城区
        ","金色风华KTV","￥139","￥598","8","是","否","是","/deal/23458145"
"333","
            西城区
        ","地质礼堂ktv（西四店）","￥390","￥798","5","是","否","否","/deal/20103902"
"334","
            西城区
        ","地质礼堂ktv（西四店）","￥78","￥398","11","是","否","否","/deal/22219004"
"335","
            西城区
        ","金色风华KTV","￥119","￥598","10","是","否","是","/deal/22779983"
"336","
            西城区
        ","万寿宫KTV","￥99","￥130","","是","否","是","/deal/24434710"
"337","
            西城区
        ","地质礼堂ktv（西四店）","￥290","￥698","5","是","否","否","/deal/20103794"
"338","
            西城区
        ","万寿宫KTV","￥300","￥888","","是","否","是","/deal/24434911"
"339","
            西城区
        ","地质礼堂ktv（西四店）","￥150","￥398","6","是","否","否","/deal/19477986"
"340","
            西城区
        ","华尔顿酒店KTV","￥398","￥1888","10","是","否","是","/deal/20335766"
"341","
            西城区
        ","地质礼堂ktv（西四店）","￥240","￥598","6","是","否","否","/deal/20103671"
"342","
            西城区
        ","地质礼堂ktv（西四店）","￥130","￥298","14","是","否","否","/deal/19477912"
"343","
            西城区
        ","护国寺KTV","￥159","￥459","12","否","否","是","/deal/25763188"
"344","
            西城区
        ","护国寺KTV","￥89","￥259","14","否","否","是","/deal/25762818"
"345","
            西城区
        ","地质礼堂ktv（西四店）","￥560","￥898","1","是","否","否","/deal/20104146"
"346","
            西城区
        ","护国寺KTV","￥109","￥259","2","否","否","是","/deal/25762873"
"347","
            西城区
        ","地质礼堂ktv（西四店）","￥180","￥498","5","是","否","否","/deal/19478038"
"348","
            西城区
        ","护国寺KTV","￥119","￥359","1","否","否","是","/deal/25763110"
"349","
            西城区
        ","KMy量贩式KTV","￥319","￥380","2","否","否","是","/deal/27467294"
"350","
            西城区
        ","KMy量贩式KTV","￥419","￥480","","否","否","是","/deal/27467374"
"351","
            西城区
        ","KMy量贩式KTV","￥599","￥880","","否","否","是","/deal/27467430"
"352","
            西城区
        ","乐量壹号量贩式KTV","￥35","￥700","112","否","否","是","/deal/27101979"
"353","
            西城区
        ","乐量壹号量贩式KTV","￥35","￥246","433","否","否","是","/deal/27180926"
"354","
            西城区
        ","KMy量贩式KTV","￥219","￥280","4","否","否","是","/deal/27466501"
"355","
            西城区
        ","KMy量贩式KTV","￥45","￥198","7","否","否","是","/deal/27465504"
"356","
            西城区
        ","莱森米KTV俱乐部（马连道店）","￥19.9","￥69","681","否","否","是","/deal/26064076"
"357","
            西城区
        ","莱森米KTV俱乐部（马连道店）","￥58","￥598","161","否","否","是","/deal/26372190"
"358","
            西城区
        ","乐量壹号量贩式KTV","￥88","￥700","","否","否","是","/deal/27103207"
"359","
            西城区
        ","乐量壹号量贩式KTV","￥39.9","￥700","326","否","否","是","/deal/27060616"
